turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,dinero_antes_compra,dinero_despues_compra,propiedades_antes,propiedades_despues
80,4,diego,5,3,8,5,13,no,impuesto2,impuesto,150,ninguno,no,9340,9340,4,4
81,1,ana,6,1,7,36,3,si,suerte1,suerte,0,ninguno,no,8340,8340,8,8
82,2,bob,1,4,5,19,24,no,rojo2,propiedad,220,rojo,si,9140,8920,5,6
83,3,carla,3,4,7,14,21,no,parking,parking,0,ninguno,no,8660,8660,6,6
84,4,diego,2,6,8,13,21,no,parking,parking,0,ninguno,no,9340,9340,4,4
85,1,ana,5,1,6,3,9,no,gris2,propiedad,100,gris,no,8340,8340,8,8
86,2,bob,2,2,4,24,28,no,amarillo2,propiedad,260,amarillo,no,8920,8920,6,6
87,3,carla,6,6,12,21,33,no,verde2,propiedad,300,verde,no,8660,8660,6,6
88,4,diego,2,6,8,21,29,no,impuesto3,impuesto,100,ninguno,no,9340,9340,4,4
89,1,ana,3,2,5,9,14,no,rosa2,propiedad,140,rosa,no,8340,8340,8,8
90,2,bob,1,3,4,28,32,no,verde1,propiedad,300,verde,si,8920,8620,6,7
91,3,carla,1,5,6,33,39,no,impuesto4,impuesto,100,ninguno,no,8660,8660,6,6
92,4,diego,5,5,10,29,39,no,impuesto4,impuesto,100,ninguno,no,9340,9340,4,4
93,1,ana,2,2,4,14,18,no,suerte3,suerte,0,ninguno,no,8340,8340,8,8
94,2,bob,5,4,9,32,1,si,salida,salida,0,ninguno,no,8620,8620,7,7
95,3,carla,5,6,11,39,10,si,gris3,propiedad,120,gris,no,8660,8660,6,6
96,4,diego,4,2,6,39,5,si,impuesto1,impuesto,200,ninguno,no,9340,9340,4,4
97,1,ana,1,4,5,18,23,no,suerte4,suerte,0,ninguno,no,8340,8340,8,8
98,2,bob,4,3,7,1,8,no,suerte2,suerte,0,ninguno,no,8620,8620,7,7
99,3,carla,1,1,2,10,12,no,rosa1,propiedad,140,rosa,no,8660,8660,6,6
100,4,diego,5,4,9,5,14,no,rosa2,propiedad,140,rosa,no,9340,9340,4,4
101,1,ana,2,5,7,23,30,no,amarillo3,propiedad,280,amarillo,no,8340,8340,8,8
102,2,bob,4,4,8,8,16,no,estacion2,estacion,200,estacion,no,8620,8620,7,7
103,3,carla,1,5,6,12,18,no,suerte3,suerte,0,ninguno,no,8660,8660,6,6
104,4,diego,4,6,10,14,24,no,rojo2,propiedad,220,rojo,no,9340,9340,4,4
105,1,ana,6,2,8,30,38,no,azul1,propiedad,350,azul,si,8340,7990,8,9
106,2,bob,3,1,4,16,20,no,naranja3,propiedad,200,naranja,no,8620,8620,7,7
107,3,carla,3,3,6,18,24,no,rojo2,propiedad,220,rojo,no,8660,8660,6,6
108,4,diego,1,6,7,24,31,no,carcel,carcel,0,ninguno,no,9340,9340,4,4
109,1,ana,5,4,9,38,7,si,gris1,propiedad,100,gris,no,7990,7990,9,9
110,2,bob,5,1,6,20,26,no,estacion3,estacion,200,estacion,no,8620,8620,7,7
111,3,carla,5,1,6,24,30,no,amarillo3,propiedad,280,amarillo,no,8660,8660,6,6
112,4,diego,6,5,11,31,2,si,morado1,propiedad,60,morado,no,9340,9340,4,4
113,1,ana,1,3,4,7,11,no,visita_carcel,visita_carcel,0,ninguno,no,7990,7990,9,9
114,2,bob,3,3,6,26,32,no,verde1,propiedad,300,verde,no,8620,8620,7,7
115,3,carla,2,3,5,30,35,no,verde3,propiedad,320,verde,no,8660,8660,6,6
116,4,diego,1,2,3,2,5,no,impuesto1,impuesto,200,ninguno,no,9340,9340,4,4
117,1,ana,5,5,10,11,21,no,parking,parking,0,ninguno,no,7990,7990,9,9
118,2,bob,4,3,7,32,39,no,impuesto4,impuesto,100,ninguno,no,8620,8620,7,7
119,3,carla,5,2,7,35,2,si,morado1,propiedad,60,morado,no,8660,8660,6,6
120,4,diego,6,1,7,5,12,no,rosa1,propiedad,140,rosa,no,9340,9340,4,4
121,1,ana,2,1,3,21,24,no,rojo2,propiedad,220,rojo,no,7990,7990,9,9
122,2,bob,5,1,6,39,5,si,impuesto1,impuesto,200,ninguno,no,8620,8620,7,7
123,3,carla,5,4,9,2,11,no,visita_carcel,visita_carcel,0,ninguno,no,8660,8660,6,6
124,4,diego,4,2,6,12,18,no,suerte3,suerte,0,ninguno,no,9340,9340,4,4
125,1,ana,1,6,7,24,31,no,carcel,carcel,0,ninguno,no,7990,7990,9,9
126,2,bob,2,1,3,5,8,no,suerte2,suerte,0,ninguno,no,8620,8620,7,7
127,3,carla,6,2,8,11,19,no,naranja2,propiedad,180,naranja,no,8660,8660,6,6
128,4,diego,4,1,5,18,23,no,suerte4,suerte,0,ninguno,no,9340,9340,4,4
129,1,ana,2,4,6,31,37,no,suerte6,suerte,0,ninguno,no,7990,7990,9,9
130,2,bob,3,6,9,8,17,no,naranja1,propiedad,180,naranja,no,8620,8620,7,7
131,3,carla,4,4,8,19,27,no,amarillo1,propiedad,260,amarillo,no,8660,8660,6,6
132,4,diego,4,4,8,23,31,no,carcel,carcel,0,ninguno,no,9340,9340,4,4
133,1,ana,6,3,9,37,6,si,estacion1,estacion,200,estacion,no,7990,7990,9,9
134,2,bob,1,2,3,17,20,no,naranja3,propiedad,200,naranja,no,8620,8620,7,7
135,3,carla,5,6,11,27,38,no,azul1,propiedad,350,azul,no,8660,8660,6,6
136,4,diego,5,4,9,31,40,no,azul2,propiedad,400,azul,no,9340,9340,4,4
137,1,ana,4,1,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,7990,7990,9,9
138,2,bob,2,5,7,20,27,no,amarillo1,propiedad,260,amarillo,no,8620,8620,7,7
139,3,carla,1,1,2,38,40,no,azul2,propiedad,400,azul,no,8660,8660,6,6
140,4,diego,2,5,7,40,7,si,gris1,propiedad,100,gris,no,9340,9340,4,4
141,1,ana,1,6,7,11,18,no,suerte3,suerte,0,ninguno,no,7990,7990,9,9
142,2,bob,3,5,8,27,35,no,verde3,propiedad,320,verde,no,8620,8620,7,7
143,3,carla,5,3,8,40,8,si,suerte2,suerte,0,ninguno,no,8660,8660,6,6
144,4,diego,4,3,7,7,14,no,rosa2,propiedad,140,rosa,no,9340,9340,4,4
145,1,ana,5,2,7,18,25,no,rojo3,propiedad,240,rojo,no,7990,7990,9,9
146,2,bob,6,4,10,35,5,si,impuesto1,impuesto,200,ninguno,no,8620,8620,7,7
147,3,carla,6,6,12,8,20,no,naranja3,propiedad,200,naranja,no,8660,8660,6,6
148,4,diego,5,5,10,14,24,no,rojo2,propiedad,220,rojo,no,9340,9340,4,4
149,1,ana,1,2,3,25,28,no,amarillo2,propiedad,260,amarillo,no,7990,7990,9,9
150,2,bob,2,4,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,8620,8620,7,7
151,3,carla,3,6,9,20,29,no,impuesto3,impuesto,100,ninguno,no,8660,8660,6,6
152,4,diego,4,2,6,24,30,no,amarillo3,propiedad,280,amarillo,no,9340,9340,4,4
153,1,ana,3,6,9,28,37,no,suerte6,suerte,0,ninguno,no,7990,7990,9,9
154,2,bob,3,5,8,11,19,no,naranja2,propiedad,180,naranja,no,8620,8620,7,7
155,3,carla,1,1,2,29,31,no,carcel,carcel,0,ninguno,no,8660,8660,6,6
156,4,diego,3,5,8,30,38,no,azul1,propiedad,350,azul,no,9340,9340,4,4
157,1,ana,3,5,8,37,5,si,impuesto1,impuesto,200,ninguno,no,7990,7990,9,9
158,2,bob,3,2,5,19,24,no,rojo2,propiedad,220,rojo,no,8620,8620,7,7
159,3,carla,6,2,8,31,39,no,impuesto4,impuesto,100,ninguno,no,8660,8660,6,6
160,4,diego,3,2,5,38,3,si,suerte1,suerte,0,ninguno,no,9340,9340,4,4
161,1,ana,2,5,7,5,12,no,rosa1,propiedad,140,rosa,no,7990,7990,9,9
162,2,bob,2,1,3,24,27,no,amarillo1,propiedad,260,amarillo,no,8620,8620,7,7
163,3,carla,6,4,10,39,9,si,gris2,propiedad,100,gris,no,8660,8660,6,6
164,4,diego,3,4,7,3,10,no,gris3,propiedad,120,gris,no,9340,9340,4,4
165,1,ana,1,5,6,12,18,no,suerte3,suerte,0,ninguno,no,7990,7990,9,9
166,2,bob,3,3,6,27,33,no,verde2,propiedad,300,verde,no,8620,8620,7,7
167,3,carla,3,2,5,9,14,no,rosa2,propiedad,140,rosa,no,8660,8660,6,6
168,4,diego,5,4,9,10,19,no,naranja2,propiedad,180,naranja,no,9340,9340,4,4
169,1,ana,5,2,7,18,25,no,rojo3,propiedad,240,rojo,no,7990,7990,9,9
170,2,bob,4,4,8,33,1,si,salida,salida,0,ninguno,no,8620,8620,7,7
171,3,carla,3,6,9,14,23,no,suerte4,suerte,0,ninguno,no,8660,8660,6,6
172,4,diego,6,3,9,19,28,no,amarillo2,propiedad,260,amarillo,no,9340,9340,4,4
173,1,ana,5,6,11,25,36,no,estacion4,estacion,200,estacion,no,7990,7990,9,9
174,2,bob,5,1,6,1,7,no,gris1,propiedad,100,gris,no,8620,8620,7,7
175,3,carla,2,3,5,23,28,no,amarillo2,propiedad,260,amarillo,no,8660,8660,6,6
176,4,diego,1,6,7,28,35,no,verde3,propiedad,320,verde,no,9340,9340,4,4
177,1,ana,6,1,7,36,3,si,suerte1,suerte,0,ninguno,no,7990,7990,9,9
178,2,bob,1,5,6,7,13,no,impuesto2,impuesto,150,ninguno,no,8620,8620,7,7
179,3,carla,4,3,7,28,35,no,verde3,propiedad,320,verde,no,8660,8660,6,6
180,4,diego,5,6,11,35,6,si,estacion1,estacion,200,estacion,no,9340,9340,4,4
181,1,ana,6,2,8,3,11,no,visita_carcel,visita_carcel,0,ninguno,no,7990,7990,9,9
182,2,bob,2,4,6,13,19,no,naranja2,propiedad,180,naranja,no,8620,8620,7,7
183,3,carla,4,3,7,35,2,si,morado1,propiedad,60,morado,no,8660,8660,6,6
184,4,diego,1,3,4,6,10,no,gris3,propiedad,120,gris,no,9340,9340,4,4
185,1,ana,4,4,8,11,19,no,naranja2,propiedad,180,naranja,no,7990,7990,9,9
186,2,bob,3,2,5,19,24,no,rojo2,propiedad,220,rojo,no,8620,8620,7,7
187,3,carla,3,4,7,2,9,no,gris2,propiedad,100,gris,no,8660,8660,6,6
188,4,diego,2,3,5,10,15,no,rosa3,propiedad,160,rosa,no,9340,9340,4,4
189,1,ana,3,1,4,19,23,no,suerte4,suerte,0,ninguno,no,7990,7990,9,9
190,2,bob,6,2,8,24,32,no,verde1,propiedad,300,verde,no,8620,8620,7,7
191,3,carla,5,1,6,9,15,no,rosa3,propiedad,160,rosa,no,8660,8660,6,6
192,4,diego,1,1,2,15,17,no,naranja1,propiedad,180,naranja,no,9340,9340,4,4
193,1,ana,4,1,5,23,28,no,amarillo2,propiedad,260,amarillo,no,7990,7990,9,9
194,2,bob,1,5,6,32,38,no,azul1,propiedad,350,azul,no,8620,8620,7,7
195,3,carla,4,6,10,15,25,no,rojo3,propiedad,240,rojo,no,8660,8660,6,6
196,4,diego,2,1,3,17,20,no,naranja3,propiedad,200,naranja,no,9340,9340,4,4
197,1,ana,6,5,11,28,39,no,impuesto4,impuesto,100,ninguno,no,7990,7990,9,9
198,2,bob,2,1,3,38,1,si,salida,salida,0,ninguno,no,8620,8620,7,7
199,3,carla,6,4,10,25,35,no,verde3,propiedad,320,verde,no,8660,8660,6,6
200,4,diego,5,3,8,20,28,no,amarillo2,propiedad,260,amarillo,no,9340,9340,4,4
