turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,dinero_antes_compra,dinero_despues_compra,propiedades_antes,propiedades_despues
40,10,javier,3,5,8,17,25,no,rojo3,propiedad,240,rojo,no,10000,10000,0,0
41,1,ana,4,1,5,26,31,no,carcel,carcel,0,ninguno,no,9800,9800,1,1
42,2,bob,2,5,7,30,37,no,suerte6,suerte,0,ninguno,no,9500,9500,2,2
43,3,carla,1,5,6,29,35,no,verde3,propiedad,320,verde,si,9480,9160,3,4
44,4,diego,4,6,10,29,39,no,impuesto4,impuesto,100,ninguno,no,9800,9800,1,1
45,5,elena,3,1,4,32,36,no,estacion4,estacion,200,estacion,si,9700,9500,1,2
46,6,fernando,3,5,8,23,31,no,carcel,carcel,0,ninguno,no,9800,9800,1,1
47,7,gema,1,4,5,26,31,no,carcel,carcel,0,ninguno,no,9840,9840,1,1
48,8,hugo,3,2,5,27,32,no,verde1,propiedad,300,verde,no,9560,9560,2,2
49,9,irene,2,4,6,26,32,no,verde1,propiedad,300,verde,no,9780,9780,2,2
50,10,javier,3,3,6,25,31,no,carcel,carcel,0,ninguno,no,10000,10000,0,0
51,1,ana,5,6,11,31,2,si,morado1,propiedad,60,morado,si,9800,9740,1,2
52,2,bob,2,4,6,37,3,si,suerte1,suerte,0,ninguno,no,9500,9500,2,2
53,3,carla,6,2,8,35,3,si,suerte1,suerte,0,ninguno,no,9160,9160,4,4
54,4,diego,2,1,3,39,2,si,morado1,propiedad,60,morado,no,9800,9800,1,1
55,5,elena,6,6,12,36,8,si,suerte2,suerte,0,ninguno,no,9500,9500,2,2
56,6,fernando,5,4,9,31,40,no,azul2,propiedad,400,azul,si,9800,9400,1,2
57,7,gema,1,1,2,31,33,no,verde2,propiedad,300,verde,si,9840,9540,1,2
58,8,hugo,4,6,10,32,2,si,morado1,propiedad,60,morado,no,9560,9560,2,2
59,9,irene,6,3,9,32,1,si,salida,salida,0,ninguno,no,9780,9780,2,2
60,10,javier,3,6,9,31,40,no,azul2,propiedad,400,azul,no,10000,10000,0,0
61,1,ana,5,6,11,2,13,no,impuesto2,impuesto,150,ninguno,no,9740,9740,2,2
62,2,bob,4,4,8,3,11,no,visita_carcel,visita_carcel,0,ninguno,no,9500,9500,2,2
63,3,carla,1,6,7,3,10,no,gris3,propiedad,120,gris,no,9160,9160,4,4
64,4,diego,6,2,8,2,10,no,gris3,propiedad,120,gris,no,9800,9800,1,1
65,5,elena,3,6,9,8,17,no,naranja1,propiedad,180,naranja,no,9500,9500,2,2
66,6,fernando,3,1,4,40,4,si,morado2,propiedad,60,morado,si,9400,9340,2,3
67,7,gema,6,6,12,33,5,si,impuesto1,impuesto,200,ninguno,no,9540,9540,2,2
68,8,hugo,6,2,8,2,10,no,gris3,propiedad,120,gris,no,9560,9560,2,2
69,9,irene,4,3,7,1,8,no,suerte2,suerte,0,ninguno,no,9780,9780,2,2
70,10,javier,3,3,6,40,6,si,estacion1,estacion,200,estacion,no,10000,10000,0,0
71,1,ana,5,4,9,13,22,no,rojo1,propiedad,220,rojo,no,9740,9740,2,2
72,2,bob,1,4,5,11,16,no,estacion2,estacion,200,estacion,no,9500,9500,2,2
73,3,carla,3,3,6,10,16,no,estacion2,estacion,200,estacion,no,9160,9160,4,4
74,4,diego,3,3,6,10,16,no,estacion2,estacion,200,estacion,no,9800,9800,1,1
75,5,elena,6,5,11,17,28,no,amarillo2,propiedad,260,amarillo,si,9500,9240,2,3
76,6,fernando,6,3,9,4,13,no,impuesto2,impuesto,150,ninguno,no,9340,9340,3,3
77,7,gema,4,2,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,9540,9540,2,2
78,8,hugo,5,3,8,10,18,no,suerte3,suerte,0,ninguno,no,9560,9560,2,2
79,9,irene,6,1,7,8,15,no,rosa3,propiedad,160,rosa,no,9780,9780,2,2
80,10,javier,1,4,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,10000,10000,0,0
81,1,ana,3,4,7,22,29,no,impuesto3,impuesto,100,ninguno,no,9740,9740,2,2
82,2,bob,2,6,8,16,24,no,rojo2,propiedad,220,rojo,si,9500,9280,2,3
83,3,carla,5,1,6,16,22,no,rojo1,propiedad,220,rojo,no,9160,9160,4,4
84,4,diego,2,2,4,16,20,no,naranja3,propiedad,200,naranja,si,9800,9600,1,2
85,5,elena,6,6,12,28,40,no,azul2,propiedad,400,azul,no,9240,9240,3,3
86,6,fernando,2,6,8,13,21,no,parking,parking,0,ninguno,no,9340,9340,3,3
87,7,gema,3,2,5,11,16,no,estacion2,estacion,200,estacion,no,9540,9540,2,2
88,8,hugo,1,3,4,18,22,no,rojo1,propiedad,220,rojo,no,9560,9560,2,2
89,9,irene,1,5,6,15,21,no,parking,parking,0,ninguno,no,9780,9780,2,2
90,10,javier,5,5,10,11,21,no,parking,parking,0,ninguno,no,10000,10000,0,0
91,1,ana,2,2,4,29,33,no,verde2,propiedad,300,verde,no,9740,9740,2,2
92,2,bob,5,4,9,24,33,no,verde2,propiedad,300,verde,no,9280,9280,3,3
93,3,carla,5,6,11,22,33,no,verde2,propiedad,300,verde,no,9160,9160,4,4
94,4,diego,4,2,6,20,26,no,estacion3,estacion,200,estacion,no,9600,9600,2,2
95,5,elena,1,4,5,40,5,si,impuesto1,impuesto,200,ninguno,no,9240,9240,3,3
96,6,fernando,4,3,7,21,28,no,amarillo2,propiedad,260,amarillo,no,9340,9340,3,3
97,7,gema,1,1,2,16,18,no,suerte3,suerte,0,ninguno,no,9540,9540,2,2
98,8,hugo,5,4,9,22,31,no,carcel,carcel,0,ninguno,no,9560,9560,2,2
99,9,irene,2,5,7,21,28,no,amarillo2,propiedad,260,amarillo,no,9780,9780,2,2
100,10,javier,4,4,8,21,29,no,impuesto3,impuesto,100,ninguno,no,10000,10000,0,0
