turno,pagador,cobrador,propiedad,tipo,color,precio_casilla,alquiler_teorico,pago_real,dinero_pagador_antes,dinero_pagador_despues,dinero_cobrador_antes,dinero_cobrador_despues
310,javier,carla,naranja2,propiedad,naranja,180,36,36,9184,9148,9330,9366
313,carla,hugo,amarillo1,propiedad,amarillo,260,52,52,9366,9314,9252,9304
314,diego,fernando,azul2,propiedad,azul,400,80,80,9648,9568,9752,9832
315,elena,carla,naranja2,propiedad,naranja,180,36,36,9404,9368,9314,9350
316,fernando,hugo,naranja1,propiedad,naranja,180,36,36,9832,9796,9304,9340
317,gema,elena,amarillo2,propiedad,amarillo,260,52,52,9640,9588,9368,9420
319,irene,fernando,estacion2,estacion,estacion,200,40,40,9366,9326,9796,9836
320,javier,hugo,amarillo1,propiedad,amarillo,260,52,52,9148,9096,9340,9392
321,ana,irene,gris1,propiedad,gris,100,20,20,9740,9720,9326,9346
324,diego,irene,gris3,propiedad,gris,120,24,24,9568,9544,9346,9370
326,fernando,hugo,amarillo1,propiedad,amarillo,260,52,52,9836,9784,9392,9444
328,hugo,carla,verde3,propiedad,verde,320,64,64,9444,9380,9350,9414
329,irene,carla,rojo3,propiedad,rojo,240,48,48,9370,9322,9414,9462
330,javier,gema,verde2,propiedad,verde,300,60,60,9096,9036,9588,9648
331,ana,fernando,estacion2,estacion,estacion,200,40,40,9720,9680,9784,9824
332,bob,ana,azul1,propiedad,azul,350,70,70,9294,9224,9680,9750
333,carla,elena,estacion4,estacion,estacion,200,40,40,9462,9422,9420,9460
336,fernando,elena,verde1,propiedad,verde,300,60,60,9824,9764,9460,9520
338,hugo,fernando,azul2,propiedad,azul,400,80,80,9380,9300,9764,9844
339,irene,elena,verde1,propiedad,verde,300,60,60,9322,9262,9520,9580
340,javier,elena,estacion4,estacion,estacion,200,40,40,9036,8996,9580,9620
343,carla,ana,morado1,propiedad,morado,60,12,12,9422,9410,9750,9762
344,diego,bob,rojo2,propiedad,rojo,220,44,44,9544,9500,9224,9268
345,elena,fernando,morado2,propiedad,morado,60,12,12,9620,9608,9844,9856
347,gema,diego,estacion1,estacion,estacion,200,40,40,9648,9608,9500,9540
353,carla,irene,gris1,propiedad,gris,100,20,20,9410,9390,9262,9282
356,fernando,irene,gris1,propiedad,gris,100,20,20,9856,9836,9282,9302
358,hugo,carla,naranja2,propiedad,naranja,180,36,36,9300,9264,9390,9426
359,irene,carla,gris2,propiedad,gris,100,20,20,9302,9282,9426,9446
361,ana,fernando,morado2,propiedad,morado,60,12,12,9762,9750,9836,9848
362,bob,gema,rosa3,propiedad,rosa,160,32,32,9268,9236,9608,9640
363,carla,gema,rosa3,propiedad,rosa,160,32,32,9446,9414,9640,9672
364,diego,elena,estacion4,estacion,estacion,200,40,40,9540,9500,9608,9648
366,fernando,ana,rosa1,propiedad,rosa,140,28,28,9848,9820,9750,9778
367,gema,hugo,naranja1,propiedad,naranja,180,36,36,9672,9636,9264,9300
369,irene,gema,rosa3,propiedad,rosa,160,32,32,9282,9250,9636,9668
371,ana,carla,gris2,propiedad,gris,100,20,20,9778,9758,9414,9434
376,fernando,gema,rosa3,propiedad,rosa,160,32,32,9820,9788,9668,9700
377,gema,hugo,amarillo1,propiedad,amarillo,260,52,52,9700,9648,9300,9352
378,hugo,carla,verde3,propiedad,verde,320,64,64,9352,9288,9434,9498
380,javier,diego,naranja3,propiedad,naranja,200,40,40,8996,8956,9500,9540
381,ana,javier,rosa2,propiedad,rosa,140,28,28,9758,9730,8956,8984
382,bob,elena,verde1,propiedad,verde,300,60,60,9236,9176,9648,9708
385,elena,carla,verde3,propiedad,verde,320,64,64,9708,9644,9498,9562
386,fernando,bob,rojo1,propiedad,rojo,220,44,44,9788,9744,9176,9220
389,irene,hugo,amarillo1,propiedad,amarillo,260,52,52,9250,9198,9288,9340
390,javier,hugo,amarillo1,propiedad,amarillo,260,52,52,8984,8932,9340,9392
391,ana,bob,rojo1,propiedad,rojo,220,44,44,9730,9686,9220,9264
392,bob,fernando,azul2,propiedad,azul,400,80,80,9264,9184,9744,9824
394,diego,carla,naranja2,propiedad,naranja,180,36,36,9540,9504,9562,9598
395,elena,ana,morado1,propiedad,morado,60,12,12,9644,9632,9686,9698
397,gema,ana,azul1,propiedad,azul,350,70,70,9648,9578,9698,9768
400,javier,carla,verde3,propiedad,verde,320,64,64,8932,8868,9598,9662
401,ana,hugo,amarillo1,propiedad,amarillo,260,52,52,9768,9716,9392,9444
402,bob,irene,gris1,propiedad,gris,100,20,20,9184,9164,9198,9218
405,elena,diego,estacion1,estacion,estacion,200,40,40,9632,9592,9504,9544
408,hugo,irene,gris3,propiedad,gris,120,24,24,9444,9420,9218,9242
409,irene,fernando,azul2,propiedad,azul,400,80,80,9242,9162,9824,9904
414,diego,elena,verde1,propiedad,verde,300,60,60,9544,9484,9592,9652
416,fernando,diego,estacion1,estacion,estacion,200,40,40,9904,9864,9484,9524
418,hugo,diego,naranja3,propiedad,naranja,200,40,40,9420,9380,9524,9564
419,irene,carla,gris2,propiedad,gris,100,20,20,9162,9142,9662,9682
420,javier,irene,gris3,propiedad,gris,120,24,24,8868,8844,9142,9166
421,ana,carla,gris2,propiedad,gris,100,20,20,9716,9696,9682,9702
423,carla,fernando,estacion2,estacion,estacion,200,40,40,9702,9662,9864,9904
424,diego,fernando,azul2,propiedad,azul,400,80,80,9564,9484,9904,9984
425,elena,hugo,amarillo1,propiedad,amarillo,260,52,52,9652,9600,9380,9432
426,fernando,irene,gris3,propiedad,gris,120,24,24,9984,9960,9166,9190
427,gema,hugo,naranja1,propiedad,naranja,180,36,36,9578,9542,9432,9468
428,hugo,elena,amarillo2,propiedad,amarillo,260,52,52,9468,9416,9600,9652
429,irene,fernando,estacion2,estacion,estacion,200,40,40,9190,9150,9960,10000
430,javier,fernando,estacion2,estacion,estacion,200,40,40,8844,8804,10000,10040
432,bob,ana,estacion3,estacion,estacion,200,40,40,9164,9124,9696,9736
433,carla,bob,rojo1,propiedad,rojo,220,44,44,9662,9618,9124,9168
435,elena,ana,azul1,propiedad,azul,350,70,70,9652,9582,9736,9806
436,fernando,carla,naranja2,propiedad,naranja,180,36,36,10040,10004,9618,9654
438,hugo,elena,estacion4,estacion,estacion,200,40,40,9416,9376,9582,9622
441,ana,carla,rojo3,propiedad,rojo,240,48,48,9806,9758,9654,9702
443,carla,elena,amarillo2,propiedad,amarillo,260,52,52,9702,9650,9622,9674
444,diego,irene,gris3,propiedad,gris,120,24,24,9484,9460,9150,9174
445,elena,irene,gris3,propiedad,gris,120,24,24,9674,9650,9174,9198
446,fernando,hugo,amarillo1,propiedad,amarillo,260,52,52,10004,9952,9376,9428
447,gema,elena,amarillo2,propiedad,amarillo,260,52,52,9542,9490,9650,9702
448,hugo,fernando,azul2,propiedad,azul,400,80,80,9428,9348,9952,10032
454,diego,fernando,estacion2,estacion,estacion,200,40,40,9460,9420,10032,10072
455,elena,gema,rosa3,propiedad,rosa,160,32,32,9702,9670,9490,9522
457,gema,bob,amarillo3,propiedad,amarillo,280,56,56,9522,9466,9168,9224
458,hugo,carla,gris2,propiedad,gris,100,20,20,9348,9328,9650,9670
459,irene,elena,estacion4,estacion,estacion,200,40,40,9198,9158,9670,9710
461,ana,carla,verde3,propiedad,verde,320,64,64,9758,9694,9670,9734
463,carla,irene,gris1,propiedad,gris,100,20,20,9734,9714,9158,9178
468,hugo,gema,rosa3,propiedad,rosa,160,32,32,9328,9296,9466,9498
469,irene,ana,morado1,propiedad,morado,60,12,12,9178,9166,9694,9706
470,javier,irene,gris3,propiedad,gris,120,24,24,8804,8780,9166,9190
472,bob,carla,naranja2,propiedad,naranja,180,36,36,9224,9188,9714,9750
473,carla,ana,rosa1,propiedad,rosa,140,28,28,9750,9722,9706,9734
477,gema,diego,estacion1,estacion,estacion,200,40,40,9498,9458,9420,9460
478,hugo,bob,rojo1,propiedad,rojo,220,44,44,9296,9252,9188,9232
480,javier,fernando,estacion2,estacion,estacion,200,40,40,8780,8740,10072,10112
482,bob,carla,rojo3,propiedad,rojo,240,48,48,9232,9184,9722,9770
484,diego,ana,estacion3,estacion,estacion,200,40,40,9460,9420,9734,9774
487,gema,ana,rosa1,propiedad,rosa,140,28,28,9458,9430,9774,9802
490,javier,bob,rojo2,propiedad,rojo,220,44,44,8740,8696,9184,9228
491,ana,hugo,naranja1,propiedad,naranja,180,36,36,9802,9766,9252,9288
492,bob,elena,amarillo2,propiedad,amarillo,260,52,52,9228,9176,9710,9762
493,carla,bob,amarillo3,propiedad,amarillo,280,56,56,9770,9714,9176,9232
494,diego,carla,verde3,propiedad,verde,320,64,64,9420,9356,9714,9778
495,elena,fernando,morado2,propiedad,morado,60,12,12,9762,9750,10112,10124
496,fernando,diego,naranja3,propiedad,naranja,200,40,40,10124,10084,9356,9396
497,gema,javier,rosa2,propiedad,rosa,140,28,28,9430,9402,8696,8724
498,hugo,ana,azul1,propiedad,azul,350,70,70,9288,9218,9766,9836
499,irene,diego,naranja3,propiedad,naranja,200,40,40,9190,9150,9396,9436
500,javier,elena,verde1,propiedad,verde,300,60,60,8724,8664,9750,9810
501,ana,carla,rojo3,propiedad,rojo,240,48,48,9836,9788,9778,9826
502,bob,carla,verde3,propiedad,verde,320,64,64,9232,9168,9826,9890
505,elena,fernando,estacion2,estacion,estacion,200,40,40,9810,9770,10084,10124
506,fernando,bob,amarillo3,propiedad,amarillo,280,56,56,10124,10068,9168,9224
507,gema,hugo,naranja1,propiedad,naranja,180,36,36,9402,9366,9218,9254
508,hugo,fernando,morado2,propiedad,morado,60,12,12,9254,9242,10068,10080
510,javier,ana,azul1,propiedad,azul,350,70,70,8664,8594,9788,9858
515,elena,bob,rojo2,propiedad,rojo,220,44,44,9770,9726,9224,9268
516,fernando,carla,verde3,propiedad,verde,320,64,64,10080,10016,9890,9954
517,gema,carla,rojo3,propiedad,rojo,240,48,48,9366,9318,9954,10002
518,hugo,carla,gris2,propiedad,gris,100,20,20,9242,9222,10002,10022
519,irene,elena,estacion4,estacion,estacion,200,40,40,9150,9110,9726,9766
521,ana,fernando,morado2,propiedad,morado,60,12,12,9858,9846,10016,10028
522,bob,irene,gris3,propiedad,gris,120,24,24,9268,9244,9110,9134
524,diego,carla,naranja2,propiedad,naranja,180,36,36,9436,9400,10022,10058
527,gema,elena,verde1,propiedad,verde,300,60,60,9318,9258,9766,9826
530,javier,irene,gris3,propiedad,gris,120,24,24,8594,8570,9134,9158
531,ana,gema,rosa3,propiedad,rosa,160,32,32,9846,9814,9258,9290
532,bob,fernando,estacion2,estacion,estacion,200,40,40,9244,9204,10028,10068
533,carla,irene,gris3,propiedad,gris,120,24,24,10058,10034,9158,9182
534,diego,ana,estacion3,estacion,estacion,200,40,40,9400,9360,9814,9854
536,fernando,irene,gris3,propiedad,gris,120,24,24,10068,10044,9182,9206
538,hugo,elena,amarillo2,propiedad,amarillo,260,52,52,9222,9170,9826,9878
540,javier,fernando,estacion2,estacion,estacion,200,40,40,8570,8530,10044,10084
541,ana,bob,rojo1,propiedad,rojo,220,44,44,9854,9810,9204,9248
542,bob,diego,naranja3,propiedad,naranja,200,40,40,9248,9208,9360,9400
546,fernando,gema,rosa3,propiedad,rosa,160,32,32,10084,10052,9290,9322
548,hugo,elena,estacion4,estacion,estacion,200,40,40,9170,9130,9878,9918
549,irene,carla,naranja2,propiedad,naranja,180,36,36,9206,9170,10034,10070
551,ana,hugo,amarillo1,propiedad,amarillo,260,52,52,9810,9758,9130,9182
552,bob,ana,estacion3,estacion,estacion,200,40,40,9208,9168,9758,9798
553,carla,elena,amarillo2,propiedad,amarillo,260,52,52,10070,10018,9918,9970
555,elena,javier,rosa2,propiedad,rosa,140,28,28,9970,9942,8530,8558
558,hugo,fernando,morado2,propiedad,morado,60,12,12,9182,9170,10052,10064
559,irene,bob,rojo1,propiedad,rojo,220,44,44,9170,9126,9168,9212
560,javier,carla,rojo3,propiedad,rojo,240,48,48,8558,8510,10018,10066
561,ana,elena,verde1,propiedad,verde,300,60,60,9798,9738,9942,10002
565,elena,diego,naranja3,propiedad,naranja,200,40,40,10002,9962,9400,9440
566,fernando,carla,rojo3,propiedad,rojo,240,48,48,10064,10016,10066,10114
567,gema,carla,naranja2,propiedad,naranja,180,36,36,9322,9286,10114,10150
568,hugo,diego,estacion1,estacion,estacion,200,40,40,9170,9130,9440,9480
570,javier,elena,verde1,propiedad,verde,300,60,60,8510,8450,9962,10022
571,ana,fernando,azul2,propiedad,azul,400,80,80,9738,9658,10016,10096
573,carla,ana,azul1,propiedad,azul,350,70,70,10150,10080,9658,9728
574,diego,javier,rosa2,propiedad,rosa,140,28,28,9480,9452,8450,8478
575,elena,hugo,amarillo1,propiedad,amarillo,260,52,52,10022,9970,9130,9182
576,fernando,elena,verde1,propiedad,verde,300,60,60,10096,10036,9970,10030
577,gema,bob,rojo2,propiedad,rojo,220,44,44,9286,9242,9212,9256
578,hugo,javier,rosa2,propiedad,rosa,140,28,28,9182,9154,8478,8506
579,irene,ana,azul1,propiedad,azul,350,70,70,9126,9056,9728,9798
580,javier,fernando,azul2,propiedad,azul,400,80,80,8506,8426,10036,10116
582,bob,ana,rosa1,propiedad,rosa,140,28,28,9256,9228,9798,9826
583,carla,fernando,morado2,propiedad,morado,60,12,12,10080,10068,10116,10128
584,diego,bob,rojo2,propiedad,rojo,220,44,44,9452,9408,9228,9272
588,hugo,carla,naranja2,propiedad,naranja,180,36,36,9154,9118,10068,10104
589,irene,fernando,morado2,propiedad,morado,60,12,12,9056,9044,10128,10140
590,javier,diego,estacion1,estacion,estacion,200,40,40,8426,8386,9408,9448
591,ana,fernando,estacion2,estacion,estacion,200,40,40,9826,9786,10140,10180
593,carla,ana,rosa1,propiedad,rosa,140,28,28,10104,10076,9786,9814
594,diego,hugo,amarillo1,propiedad,amarillo,260,52,52,9448,9396,9118,9170
596,fernando,carla,gris2,propiedad,gris,100,20,20,10180,10160,10076,10096
600,javier,gema,rosa3,propiedad,rosa,160,32,32,8386,8354,9242,9274
601,ana,hugo,amarillo1,propiedad,amarillo,260,52,52,9814,9762,9170,9222
602,bob,ana,estacion3,estacion,estacion,200,40,40,9272,9232,9762,9802
604,diego,carla,verde3,propiedad,verde,320,64,64,9396,9332,10096,10160
605,elena,ana,rosa1,propiedad,rosa,140,28,28,10030,10002,9802,9830
609,irene,diego,naranja3,propiedad,naranja,200,40,40,9044,9004,9332,9372
611,ana,elena,estacion4,estacion,estacion,200,40,40,9830,9790,10002,10042
616,fernando,bob,rojo1,propiedad,rojo,220,44,44,10160,10116,9232,9276
617,gema,carla,gris2,propiedad,gris,100,20,20,9274,9254,10160,10180
619,irene,hugo,amarillo1,propiedad,amarillo,260,52,52,9004,8952,9222,9274
620,javier,ana,estacion3,estacion,estacion,200,40,40,8354,8314,9790,9830
625,elena,carla,verde3,propiedad,verde,320,64,64,10042,9978,10180,10244
626,fernando,bob,amarillo3,propiedad,amarillo,280,56,56,10116,10060,9276,9332
